Aff,Neg,Judges,Votes,Win
Mary Washington DH,Texas HN,"Lauren Johnson																																						Genevieve Hackman - ONL																																						Scott Harris - ONL","Neg																															Neg																															Aff","2-1																															NEG"
Texas BG,Texas AB,,Aff BYE,Aff BYE
NYU MS,,,,
Dartmouth/Pennsylvania DE,,,,
UTD KS,,,,
Gonzaga RM,,,,
Minnesota PP,,,,
Kansas SV,,,,
