Aff,Neg,Judges,Votes,Win
Texas BG,Gonzaga RM,"Marge Strong - ONL																																						John Turner - ONL																																						Derek Hilligoss","Neg																															Aff																															Neg","2-1																															NEG"
Dartmouth/Pennsylvania DE,UTD KS,"Maggie Solice - ONL																																						Molly Martin - ONL																																						Kevin Clarke - ONL","Aff																															Aff																															Aff","3-0																															AFF"
