Aff,Neg,Judges,Votes,Win
NYU MS,Texas BG,"Dustyn Beutelspacher - ONL																																						David Cram Helwich																																						Cody Gustafson - ONL","Aff																															Neg																															Neg","2-1																															NEG"
Dartmouth/Pennsylvania DE,Texas HN,"Carter Henman																																						Josh Lamet																																						Scott Harris - ONL","Aff																															Aff																															Aff","3-0																															AFF"
Kansas SV,UTD KS,"Maggie Solice - ONL																																						Adrienne Brovero																																						Kevin Clarke - ONL","Neg																															Neg																															Aff","2-1																															NEG"
Minnesota PP,Gonzaga RM,"Lauren Johnson																																						Adam Lee - ONL																																						Will Baker - ONL","Neg																															Neg																															Neg","3-0																															NEG"
