Aff,Neg,Judges,Votes,Win
Southwestern AF,Iowa/Liberty LJ,"Taylor Brough																																						Scott Harris																																						Will Baker","Aff																															Aff																															Aff","3-0																															AFF"
Michigan DM,Michigan State AS,"Jimin Park																																						Dan Bannister																																						Gabriel Morbeck","Neg																															Neg																															Aff","2-1																															NEG"
