Aff,Neg,Judges,Votes,Win
Northern Iowa WK,NYU AL,"Theo Noparstak																																						Genevieve Hackman																																						Riley Talamantes","Neg																															Neg																															Aff","2-1																															NEG"
NYU KT,NYU MS,,,
