Aff,Neg,Judges,Votes,Win
Georgetown WW,Wake Forest DL,"Brian DeLong																																						Allison Harper																																						Josiah Ferguson","Neg																															Aff																															Aff","2-1																															AFF"
Michigan HM,Washington U/Columbia AD,"Shannon Howley																																						Martin Osborn																																						Armands Revelins","Neg																															Neg																															Neg","3-0																															NEG"
