Aff,Neg,Judges,Votes,Win
Georgetown WW,Northeastern/Pennslyvania RE,"David Cram Helwich																																						Habiba Ahmed																																						Patrick Waldinger","Aff																															Aff																															Aff","3-0																															AFF"
Missouri State KC,Michigan PS,"Brian DeLong																																						Mikaela Malsin																																						Jacinda Rivas","Neg																															Neg																															Neg","3-0																															NEG"
Northwestern LW,Georgetown GL,"Matthew Granstrom																																						Tyler Thur																																						Ian Morris","Aff																															Neg																															Neg","2-1																															NEG"
Washington U/Columbia AD,Missouri State LR,"Justin Green																																						Jenna Bauer																																						Brandon Kelley","Aff																															Aff																															Aff","3-0																															AFF"
Minnesota JS,Gonzaga MR,"Allison Harper																																						Rebecca Steiner																																						Simon Sheaff","Aff																															Aff																															Aff","3-0																															AFF"
Liberty SW,Emory PR,"Shannon Howley																																						Brent Lamb																																						David Bernstein","Neg																															Neg																															Neg","3-0																															NEG"
Wyoming CM,Wake Forest DL,"Nick Lepp																																						Joe Skoog																																						Armands Revelins","Neg																															Neg																															Neg","3-0																															NEG"
Nebraska-Lincoln QW,Michigan HM,"Brianna Thomas																																						Morgan Copeland																																						Kenny Delph","Neg																															Neg																															Neg","3-0																															NEG"
