Aff,Neg,Judges,Votes,Win
George Mason BY,Indiana VW,"Matthew Granstrom																																						Matt Liu																																						Tim Freehan","Aff																															Aff																															Neg","2-1																															AFF"
George Mason AC,Indiana FK,"Stephen Pipkin																																						Kathryn Rubino																																						Joe Patrice","Neg																															Neg																															Neg","3-0																															NEG"
