Aff,Neg,Judges,Votes,Win
Wake Forest RT,Harvard DY,"Alden Conner																																						Natalie Yehezkel																																						LaToya Green","Aff																															Aff																															Aff","3-0																															AFF"
Dartmouth DS,Iowa CE,"Corey Fisher																																						Ruby Klein																																						Alaina Walberg","Aff																															Aff																															Aff","3-0																															AFF"
Jay-Z Flores,Emory GK,"Kevin Hirn																																						Brian DeLong																																						Justin Green","Neg																															Neg																															Neg","3-0																															NEG"
Georgetown LW,Wake Forest BD,"Gabriel Jankovsky																																						John Turner																																						Sean Kennedy","Neg																															Aff																															Neg","2-1																															NEG"
"Massachusetts, Amherst BM",Emory MP,"Jeff Nagel																																						Brendon Bankey																																						David Kilpatrick","Neg																															Aff																															Aff","2-1																															AFF"
Harvard DF,Texas DK - ONLINE,"Jesse Smith																																						Caitlin Walrath																																						Devane Murphy","Aff																															Aff																															Neg","2-1																															AFF"
Michigan PP,Michigan HR,,,
Kansas MS,Kansas BS,,,
