Aff,Neg,Judges,Votes,Win
Emory GH,Northwestern DR,"Gabe Lewis																																						Jenny Vazquez Torres																																						Arvind Shankar","Neg																															Aff																															Neg","2-1																															NEG"
Kansas RM,Dartmouth BC,"Kevin McCaffrey																																						Jeff Buntin																																						Viveth Karthikeyan","Neg																															Aff																															Neg","2-1																															NEG"
Kentucky AM,Emory LY,"Bryce Rao																																						Valerie McIntosh																																						Brett Bricker","Neg																															Aff																															Aff","2-1																															AFF"
Michigan SS,CSU Long Beach OM,"Justin Green																																						Adam Tomasi																																						Mikaela Malsin","Aff																															Aff																															Aff","3-0																															AFF"
