Aff,Neg,Judges,Votes,Win
Kentucky AM,Dartmouth BC,"Jeff Buntin																																						Valerie McIntosh																																						Brett Bricker","Neg																															Neg																															Neg","3-0																															NEG"
Northwestern DR,Michigan SS,"Young Kwon																																						Gabriel Morbeck																																						Arvind Shankar","Aff																															Aff																															Neg","2-1																															AFF"
