Aff,Neg,Judges,Votes,Win
Michigan BP,Emory GH,"Gabe Lewis																																						Nick Fleming																																						Jordan Di","Neg																															Neg																															Neg","3-0																															NEG"
Kansas RM,Northwestern PS,"John Turner																																						Jenny Vazquez Torres																																						Dustin Meyers-Levy","Aff																															Aff																															Aff","3-0																															AFF"
Kentucky AM,Binghamton TC,"Ali Abdulla																																						Mikaela Malsin																																						Derek Hilligoss","Aff																															Aff																															Aff","3-0																															AFF"
NYU MS,Michigan SS,"Justin Green																																						Shannon Howley																																						Joshua Michael","Neg																															Neg																															Neg","3-0																															NEG"
Wake Forest LS,CSU Long Beach OM,"Will Baker																																						Azja Butler																																						Max Breiling","Neg																															Neg																															Aff","2-1																															NEG"
Kansas LS,Emory LY,"Ari Davidson																																						Brian DeLong																																						Kwudjwa Osei","Neg																															Aff																															Neg","2-1																															NEG"
Dartmouth BC,Michigan State GL,"Brandon Kelley																																						Jeff Buntin																																						Brett Bricker","Aff																															Aff																															Aff","3-0																															AFF"
Georgetown CS,Northwestern DR,"Kevin McCaffrey																																						Valerie McIntosh																																						Kevin Hirn","Neg																															Neg																															Aff","2-1																															NEG"
