Aff,Neg,Judges,Votes,Win
Liberty HW - ONLINE,James Madison MK - ONLINE,"Ana Bittner																																						Rishi Mukherjee																																						Johnnie Stupek","Neg																															Neg																															Neg","3-0																															NEG"
Liberty FS - ONLINE,Cornell DT,"Neil Butt																																						Timothee Pinet																																						Andrew Allsup","Aff																															Aff																															Aff","3-0																															AFF"
