Aff,Neg,Judges,Votes,Win
Dartmouth SV,Kansas SP,"Tyler Thur																																						Dan Bannister																																						Carly Wunderlich","Aff																															Aff																															Aff","3-0																															AFF"
Northwestern DW,Wake Forest RT,"DavidMichael Woodward																																						Sean Kennedy																																						Allie Chase","Neg																															Neg																															Neg","3-0																															NEG"
Michigan PP,Kentucky GK,"Brian Klarman																																						Johnnie Stupek																																						Nathan Rice","Aff																															Aff																															Aff","3-0																															AFF"
Jay-Z Flores,Emory MP,"Devane Murphy - ONL																																						Matt Liu - ONL																																						Justin Green","Neg																															Aff																															Neg","2-1																															NEG"
Dartmouth BC,Michigan MS,"Becca Steiner																																						Zahir Shaikh																																						Ruby Klein","Aff																															Neg																															Aff","2-1																															AFF"
Wake Forest BD,Iowa CE,"Kenji Aoki																																						Jesse Smith - ONL																																						James Allan - ONL","Neg																															Aff																															Aff","2-1																															AFF"
Emory GK,Southern California BS,"Anthony Trufanov																																						Christopher Callahan																																						Kevin Hirn","Aff																															Aff																															Aff","3-0																															AFF"
Georgetown LW,Harvard FD,"John Turner																																						Greg Zoda - ONL																																						Michelle Thomas","Neg																															Aff																															Aff","2-1																															AFF"
