Aff,Neg,Judges,Votes,Win
Wichita State Wentling & Smith,UTD Rios & Karthik,"Lindsey Shook																																						Nathan Davis																																						Dennis Savill","Aff																															Aff																															Aff","3-0																															AFF"
Emporia State Krambeer & Reed-Valizan,Missouri State Kennedy & Cade,"Grant Colquitt																																						James Taylor																																						Kaine Cherry","Neg																															Aff																															Neg","2-1																															NEG"
