Aff,Neg,Judges,Votes,Win
Samford HK - ONLINE,Houston RJ,"Heather Hall																																						Scott Harris																																						Valerie McIntosh","Neg																															Neg																															Neg","3-0																															NEG"
Liberty LS - ONLINE,George Mason DS,"Zahir Shaikh																																						Ryan Galloway																																						Nathan Rothenbaum","Aff																															Neg																															Neg","2-1																															NEG"
Samford MS - ONLINE,Trinity DE - ONLINE,"Becca Steiner																																						Erik Mathis																																						Nathan Fleming","Aff																															Aff																															Aff","3-0																															AFF"
Liberty CM - ONLINE,Liberty KS - ONLINE,"Becca Steiner																																						Erik Mathis																																						Nathan Fleming","Aff																															Aff																															Aff","3-0																															AFF"
