Aff,Neg,Judges,Votes,Win
Wake Forest RT,Emory GK,"Nate Graziano																																						Devane Murphy																																						Matt Liu","Neg																															Aff																															Neg","2-1																															NEG"
Dartmouth SV,Wake Forest BD,"Nick Ryan																																						Nathan Fleming																																						Lindsey Shook","Aff																															Aff																															Aff","3-0																															AFF"
