Aff,Neg,Judges,Votes,Win
Kansas SM,Wake Forest BS,"Devane Murphy																																						Kenji Aoki																																						Thomas Buttgereit","Aff																															Aff																															Aff","3-0																															AFF"
Emory HM,Michigan HR,"Elizabeth Bennett																																						Lauren Johnson																																						Bruce Najor","Neg																															Neg																															Neg","3-0																															NEG"
Wake Forest RT,Michigan PP,"Matthew Bricker																																						Sydney Pasquinelli																																						Douglas Husic","Neg																															Aff																															Aff","2-1																															AFF"
Wake Forest BD,Harvard OY,"Deven Cooper																																						Bee Smale																																						Andrew Allsup","Aff																															Aff																															Aff","3-0																															AFF"
Pittsburgh RS,Michigan MM,"Shuntà Jordan																																						Rob Glass																																						Sean Kennedy","Aff																															Neg																															Neg","2-1																															NEG"
Dartmouth BC,Northwestern DW,"Viveth Karthikeyan																																						Spencer Roetlin																																						Kevin McCaffrey","Aff																															Aff																															Neg","2-1																															AFF"
Harvard BH - ONLINE,Emory GK,"Ezra Louvis																																						Kevin Hirn																																						William Repko","Aff																															Neg																															Neg","2-1																															NEG"
Dartmouth SV,Michigan State GlMe,"Gabriel Morbeck																																						Dan Bannister																																						Nina Fridman","Aff																															Aff																															Aff","3-0																															AFF"
