Aff,Neg,Judges,Votes,Win
Kentucky GD,Harvard CC,"Gabe Lewis																																						Becca Steiner																																						Mikaela Malsin","Aff																															Neg																															Aff","2-1																															AFF"
Georgetown LW,Michigan PD,"Jeff Buntin																																						Tyler Vergho																																						Arvind Shankar","Aff																															Aff																															Neg","2-1																															AFF"
Kansas MP,Wyoming LP,"Brandon Kelley																																						Tyler Snelling																																						Anthony Trufanov","Aff																															Aff																															Aff","3-0																															AFF"
Emory KR,CSU Long Beach FO,"Nick Lepp																																						Ryan Galloway																																						Dustin Meyers-Levy","Neg																															Neg																															Aff","2-1																															NEG"
