Aff,Neg,Judges,Votes,Win
Harvard CC,Northwestern SS,"Devane Murphy																																						Joshua Harrington																																						Alaina Walberg","Neg																															Aff																															Aff","2-1																															AFF"
George Mason LR,Georgetown LW,"David Kilpatrick																																						Arvind Shankar																																						Tim Freehan","Neg																															Neg																															Aff","2-1																															NEG"
Iowa EC,Wyoming LP,"Phillip Samuels																																						Tripp Rebrovick																																						Valerie McIntosh","Neg																															Neg																															Neg","3-0																															NEG"
Emory KR,Kentucky MA,"Bruce Najor																																						jasmine stidham																																						Gabe Lewis","Aff																															Aff																															Aff","3-0																															AFF"
CSU Long Beach FO,Wichita State BB,"Nate Graziano																																						Flynn Makuch																																						Dustin Meyers-Levy","Aff																															Neg																															Aff","2-1																															AFF"
Emory MP,Kansas MP,"Jackie Poapst																																						Addison Wagner																																						Genevieve Hackman","Neg																															Neg																															Neg","3-0																															NEG"
Michigan PD,Dartmouth BC,"Pavan Reddy																																						Becca Steiner																																						Tim Wegener","Neg																															Aff																															Aff","2-1																															AFF"
Michigan State MG,Kentucky GD,"Nick Lepp																																						Mikaela Malsin																																						Jeff Buntin","Neg																															Neg																															Aff","2-1																															NEG"
