Aff,Neg,Judges,Votes,Win
Liberty ST,George Mason RS,"Abhis Sedhai																																						Taylor Johnson																																						Joe Patrice","Aff																															Aff																															Aff","3-0																															AFF"
George Mason RoSt,Liberty BL,"Danielle O'Gorman																																						Sam Gustavson																																						Kathryn Rubino","Aff																															Aff																															Neg","2-1																															AFF"
