Aff,Neg,Judges,Votes,Win
West Point MS,Liberty AS,"Zhane Lloyd SUNDAY																																						Josh Johnwell																																						Kathy Wang","Aff																															Aff																															Aff","3-0																															AFF"
West Point AR,Liberty HF,"Ali Abdulla																																						Fay Cammayo																																						Will Baker","Neg																															Neg																															Neg","3-0																															NEG"
