Aff,Neg,Judges,Votes,Win
Mary Washington BH - ONL,James Madison MS,"Pavan Reddy																																						Tom O'Gorman - ONL																																						Kevin McCaffrey - ONL","Aff																															Aff																															Aff","3-0																															AFF"
Houston LZ - ONL,Liberty MS,"Maddox Gates																																						Jamie Davenport																																						MB Armstrong","Neg																															Aff																															Neg","2-1																															NEG"
Houston RJ - ONL,Binghamton JT,"Matthew Bricker																																						Heather Hall																																						Michael Harrington","Aff																															Aff																															Neg","2-1																															AFF"
George Mason RS,George Mason DP,,George Mason RS advances,George Mason RS advances
