Aff,Neg,Judges,Votes,Win
Emory/Towson MC,Houston SY,"Ryan Galloway																																						Ian Morris																																						Michelle Thomas - ONL","Neg																															Neg																															Neg","3-0																															NEG"
Houston FL - ONL,Michigan State SZ - ONL,"Matt Stannard - ONL																																						Jamie Davenport																																						MB Armstrong","Neg																															Neg																															Neg","3-0																															NEG"
Benjy Haber-Fawcett,James Madison HO,"Matthew Bricker																																						Kenneth Nelson - ONL																																						Will Baker - ONL","Aff																															Aff																															Aff","3-0																															AFF"
Houston DF - ONL,Liberty DH,"Kassie Colón - ONL																																						E. Cook																																						Adam Lee - ONL","Neg																															Aff																															Neg","2-1																															NEG"
