Aff,Neg,Judges,Votes,Win
Houston RJ - ONL,Mary Washington BH - ONL,"Ben Biggs																																						Pablo Gannon																																						Heather Hall","Neg																															Neg																															Neg","3-0																															NEG"
George Mason RS,Liberty MS,"Kevin McCaffrey - ONL																																						David Cram Helwich - ONL																																						Judd Kimball - ONL","Neg																															Neg																															Neg","3-0																															NEG"
