Aff,Neg,Judges,Votes,Win
George Mason RW,Wake Forest BS,"Samantha Godbey																																						Michael Harrington																																						Sean Stewart","Neg																															Neg																															Neg","3-0																															NEG"
James Madison MO,,,,
Austin Davis,,,,
James Madison BR,,,,
