Aff,Neg,Judges,Votes,Win
Kansas RO,Liberty CR,"Eric Morris																																						Flynn Makuch																																						Bruce Najor","Neg																															Neg																															Neg","3-0																															NEG"
Kansas WH,Northwestern DF,"Gabriel Morbeck																																						Heather Hall																																						Clayton Engelby","Neg																															Neg																															Neg","3-0																															NEG"
Michigan MM,Samford ET,"Nick Ryan																																						Josh Lamet																																						Ben Biggs","Aff																															Aff																															Aff","3-0																															AFF"
Kansas SS,Missouri State LR,"Johnnie Stupek																																						Valerie McIntosh																																						Kevin McCaffrey","Aff																															Aff																															Aff","3-0																															AFF"
Nick Loew,Michigan PS,"Jacinda Rivas																																						Matthew Granstrom																																						Michael Klinger","Neg																															Neg																															Neg","3-0																															NEG"
Georgetown WL,Spencer Anderson McElligott,"Azja Butler																																						Brianna Thomas																																						Lucia Hulsether","Neg																															Aff																															Aff","2-1																															AFF"
UC Berkeley EE,Minnesota PR,"Brian Klarman																																						Brett Bricker																																						Brian DeLong","Neg																															Aff																															Neg","2-1																															NEG"
Michigan State GK,Tony Miklovis,,Michigan State GK advances,Michigan State GK advances
