Aff,Neg,Judges,Votes,Win
Liberty HH,NYU LZ,"Sohail Jouya																																						Joel Lemuel (online)																																						Noor Lima Boudakian","Neg																															Neg																															Neg","3-0																															NEG"
UC Davis SM,NYU MT,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE"
