Aff,Neg,Judges,Votes,Win
Liberty FS,NYU BC,"Kat Butler																																						John Katsulas																																						Anthony Davila","Aff																															Aff																															Aff","3-0																															AFF"
United States Military KP,United States Military IS,,United States Military KP advances,United States Military KP advances
United States Military MW,United States Military TC,,United States Military MW advances,United States Military MW advances
Liberty WH,,,,
