Aff,Neg,Judges,Votes,Win
Liberty HH,Suffolk WS,"Jefferson Yahom																																						Vladimir Pavlov																																						Will Baker","Neg																															Aff																															Aff","2-1																															AFF"
UC Davis SM,Liberty SG,"Jack Booth																																						Kassie Colón (online)																																						Noor Lima Boudakian","Aff																															Aff																															Aff","3-0																															AFF"
NYU MT,,,,
NYU LZ,,,,
