Aff,Neg,Judges,Votes,Win
George Mason CT,James Madison KM,"Scott Phillips																																						jasmine stidham																																						Joe Weideman","Neg																															Aff																															Neg","2-1																															NEG"
Emory PS,Western Kentucky IP,"Jackie Poapst																																						Ben Biggs																																						Joey Tarnowski","Neg																															Aff																															Aff","2-1																															AFF"
Oklahoma LM - ONLINE,George Mason RS,"Taylor Johnson																																						LaToya Green																																						Jyleesa Hampton","Neg																															Neg																															Neg","3-0																															NEG"
Northern Iowa VW - ONLINE,Missouri State BC - ONLINE,"Benjamin Williams																																						Emily Bosch																																						Scott Elliott","Neg																															Neg																															Neg","3-0																															NEG"
