Aff,Neg,Judges,Votes,Win
Southwestern FS - ONLINE,Liberty HY,"Alex McVey																																						Derek Hilligoss																																						Jyleesa Hampton","Aff																															Neg																															Aff","2-1																															AFF"
George Mason NA,George Mason CE,"Alex McVey																																						Derek Hilligoss																																						Jyleesa Hampton","Neg																															Neg																															Neg","3-0																															NEG"
