Aff,Neg,Judges,Votes,Win
Kansas Revare & Snow,MisSta Hartter & Woodall,"Dillon Johnson																																						Jamie Snoddy																																						Matthew Granstrom","Aff																															Aff																															Aff","3-0																															AFF"
Minnes Amundsen & Frese,Columb Amadea Datel,"Chris Loghry																																						Clayton Engelby																																						Parker Hopkins","Aff																															Neg																															Neg","2-1																															NEG"
