Aff,Neg,Judges,Votes,Win
Wake Forest PC,Wyoming SW,"Maddox Gates																																						Allegro Wang																																						Terrell Taylor","Neg																															Aff																															Aff","2-1																															AFF"
Macalester PK,Emory WP,"Ryan Galloway																																						Jason Regnier																																						Jeff Nagel","Neg																															Neg																															Aff","2-1																															NEG"
