Aff,Neg,Judges,Votes,Win
Iowa AP,Emory GH,"Devane Murphy																																						Hunter McCullough																																						Kwudjwa Osei","Neg																															Aff																															Neg","2-1																															NEG"
CSU Long Beach OM,Wake Forest BM,"David Griffith																																						Tripp Rebrovick																																						Kurt Fifelski","Neg																															Aff																															Neg","2-1																															NEG"
Binghamton TC,Dartmouth BC,"Kristiana Baez																																						Tajaih Robinson																																						Ian Lowery","Aff																															Aff																															Aff","3-0																															AFF"
Georgetown CS,Kansas LS,"Justin Green																																						Jackie Poapst																																						Kristopher Wallen","Aff																															Aff																															Neg","2-1																															AFF"
Michigan State GL,Dartmouth CaGu,"Shannon Howley																																						Brett Bricker																																						Kevin Hirn","Neg																															Neg																															Aff","2-1																															NEG"
Macalester PK,Michigan State MM,"Brandon Kelley																																						Geoff Lundeen																																						Michael Scott","Aff																															Aff																															Aff","3-0																															AFF"
Northwestern DR,West Georgia DK,"Mikaela Malsin																																						John Turner																																						Dustin Meyers-Levy","Aff																															Aff																															Neg","2-1																															AFF"
Kansas MR,Kansas SA,,Kansas MR advances,Kansas MR advances
