Aff,Neg,Judges,Votes,Win
Indiana PD,Wake Forest LS,"Viveth Karthikeyan																																						Lindsey Shook																																						Ian Dill","Aff																															Aff																															Aff","3-0																															AFF"
Houston AB,Navy HK,"Brian DeLong																																						Allison Pujol																																						Frank Irizarry","Neg																															Aff																															Aff","2-1																															AFF"
