Aff,Neg,Judges,Votes,Win
Wayne State LC,Boston College MW,"Josiah Ferguson																																						Shannon Howley																																						Joe Weideman","Neg																															Neg																															Aff","2-1																															NEG"
George Mason RS,,,,
Samford HH,,,,
Kansas WM,,,,
