Aff,Neg,Judges,Votes,Win
Emory KR,Michigan SG,"Bruce Najor																																						Scott Phillips																																						Michael Scott","Aff																															Aff																															Aff","3-0																															AFF"
CSU Long Beach OF,Kansas MP,"Devane Murphy																																						John Turner																																						Becca Steiner","Aff																															Aff																															Aff","3-0																															AFF"
Texas DK,Kansas RS,"Nina Fridman																																						Mikaela Malsin																																						Rafael Pierry","Aff																															Neg																															Aff","2-1																															AFF"
Harvard OG,Michigan State KL,"Jackie Poapst																																						Nate Graziano																																						Alex Marban","Aff																															Aff																															Aff","3-0																															AFF"
Michigan PD,Northwestern DC,"Kevin McCaffrey																																						Genevieve Hackman																																						Gabriel Morbeck","Aff																															Aff																															Aff","3-0																															AFF"
Kentucky GD,Dartmouth/Pennsylvania CE,"Brandon Kelley																																						Carly Wunderlich																																						Jeff Buntin","Aff																															Aff																															Aff","3-0																															AFF"
Georgetown LW,Michigan State MG,"Shree Awsare																																						Young Kwon																																						Brett Bricker","Aff																															Aff																															Neg","2-1																															AFF"
Wake Forest DL,Emory GH,"jasmine stidham																																						Kenji Aoki																																						Alaina Walberg","Neg																															Aff																															Aff","2-1																															AFF"
