Aff,Neg,Judges,Votes,Win
Clara Conry,UTD SK - ONLINE,"Matt Coleman																																						Derek Hilligoss																																						Spencer Roetlin","Aff																															Neg																															Aff","2-1																															AFF"
Emory YO - ONLINE,Iowa BP - ONLINE,"Lindsey Shook																																						Max Reese																																						Eric Lanning","Aff																															Neg																															Neg","2-1																															NEG"
Kansas SS,Kansas WW,,Kansas SS advances,Kansas SS advances
Kansas HS,Kansas MW,,Kansas HS advances,Kansas HS advances
Texas AD,,,,
Kansas State TR,,,,
Texas FC,,,,
Kansas HP,,,,
