Aff,Neg,Judges,Votes,Win
Kansas MM,Nebraska-Lincoln MT,"Jackson Specker																																						Parker Hopkins																																						Lindsay Van Luvanee","Neg																															Neg																															Neg","3-0																															NEG"
Nebraska-Lincoln NS,Missouri State RT,"Brendon Bankey																																						Shae Bunas																																						Alex McVey","Neg																															Neg																															Neg","3-0																															NEG"
