Aff,Neg,Judges,Votes,Win
David Griffith,Michigan State GK,"Jeff Buntin																																						Nathan Fleming																																						Katie Wimsatt","Aff																															Aff																															Aff","3-0																															AFF"
UC Berkeley EE,Northwestern DF,"Casey Harrigan																																						Brandon Stras																																						Josiah Ferguson","Neg																															Neg																															Neg","3-0																															NEG"
Michigan MM,Dartmouth BC,"Anthony Trufanov																																						Viveth Karthikeyan																																						Brandon Kelley","Neg																															Aff																															Neg","2-1																															NEG"
Trinity NM,Southern California KS,"John Turner																																						Dustin Meyers-Levy																																						Caitlin Walrath","Neg																															Neg																															Neg","3-0																															NEG"
