Aff,Neg,Judges,Votes,Win
Houston Khan & Yadagiri,Wyoming/Vanderbilt Willson & Rhee,"Mia Bonitto																																						Brendon Bankey																																						squid monteith","Neg																															Neg																															Neg","3-0																															NEG"
Central Oklahoma Huffman & Smith,Wyoming Campbell & Campbell,"Chris Loghry																																						Scott Harris																																						Justin Green","Aff																															Neg																															Neg","2-1																															NEG"
Emporia State Cabrera & Sims,Wichita State Hummingbird & Molina Chavez,"Grant Colquitt																																						Derek Hilligoss																																						Lindsey Shook","Aff																															Aff																															Aff","3-0																															AFF"
Kansas Soper & Harris,Kansas Yang & Willingham,,Kansas Soper & Harris advances,Kansas Soper & Harris advances
