Aff,Neg,Judges,Votes,Win
Baylor Darwish & Hudson,Emporia State Cabrera & Sims,"Grant Colquitt																																						Scott Harris																																						Emily Bosch","Neg																															Neg																															Aff","2-1																															NEG"
Benjy Haber-Fawcett,Wichita State Hummingbird & Molina Chavez,"Jason Regnier																																						Will Baker																																						Solomon Watson — ONLINE","Neg																															Aff																															Neg","2-1																															NEG"
Wyoming Campbell & Campbell,Minnesota Parrish & Prost,"Brendon Bankey																																						Derek Hilligoss																																						Phillip Samuels","Aff																															Neg																															Aff","2-1																															AFF"
Wyoming/Vanderbilt Willson & Rhee,Wake Forest Cho & Jones,"Chris Loghry																																						Azja Butler																																						Lindsey Shook","Neg																															Aff																															Aff","2-1																															AFF"
Emporia State Krambeer & Reed-Valizan,Kansas Yang & Willingham,"Matt Liu																																						Matthew Granstrom																																						Justin Green","Neg																															Neg																															Aff","2-1																															NEG"
Kansas Soper & Harris,,,,
Houston Khan & Yadagiri,,,,
Central Oklahoma Huffman & Smith,,,,
