Aff,Neg,Judges,Votes,Win
Navy CS,Michigan KY,"Brad Meloche																																						Judd Kimball																																						Nate Milton","Neg																															Neg																															Neg","3-0																															NEG"
Louis Gleason,Purdue CM,"Douglas Husic																																						Darcell Brown																																						Bee Smale","Neg																															Aff																															Neg","2-1																															NEG"
