Aff,Neg,Judges,Votes,Win
Louis Gleason,Michigan WD,"Douglas Husic																																						Josh Lamet																																						Alex VanDyke","Neg																															Aff																															Aff","2-1																															AFF"
Michigan KY,Michigan State AB,"Lee Quinn																																						Matthew Granstrom																																						Armands Revelins","Aff																															Aff																															Neg","2-1																															AFF"
Navy CS,,,,
Purdue CM,,,,
