Aff,Neg,Judges,Votes,Win
Michigan State BK,Wichita State SW,"Danielle O'Gorman																																						Ron Stevenson																																						Kurt Fifelski","Aff																															Aff																															Aff","3-0																															AFF"
Michigan MS,Wayne State MR,"Riley Talamantes																																						Phillip Samuels																																						Brian DeLong","Neg																															Neg																															Aff","2-1																															NEG"
