Aff,Neg,Judges,Votes,Win
Pennsylvania ER,Minnesota JP,"Allison Harper																																						Jeff Buntin																																						Brian DeLong","Neg																															Aff																															Neg","2-1																															NEG"
Spencer Anderson McElligott,Northwestern AR,"Justin Green																																						Brad Meloche																																						Kristiana Baez","Neg																															Neg																															Neg","3-0																															NEG"
Minnesota PP,"Tufts/Massachusetts, Amherst SM","Ryan Galloway																																						Will Baker																																						Michelle Thomas","Aff																															Neg																															Aff","2-1																															AFF"
Georgetown KL,Jay-Z Flores,"Ian Lowery																																						Becca Steiner																																						John Turner","Neg																															Neg																															Neg","3-0																															NEG"
