Aff,Neg,Judges,Votes,Win
Liberty CM,Houston RZ,"Nicholas Tilmes																																						Jeff Buntin																																						Pavan Reddy","Neg																															Aff																															Neg","2-1																															NEG"
Liberty BS,Liberty LL,,Liberty BS advances,Liberty BS advances
