Aff,Neg,Judges,Votes,Win
Northwestern AR,NYU MS,"Ian Lowery																																						Rachel Solsman																																						Matthew Bricker","Aff																															Aff																															Aff","3-0																															AFF"
"Tufts/Massachusetts, Amherst SM",CalBerkeley FT,"Will Baker																																						Addison Wagner																																						Kristiana Baez","Neg																															Aff																															Aff","2-1																															AFF"
Emory WP,Georgetown KL,"Ryan Galloway																																						Nick Lepp																																						Michelle Thomas","Neg																															Aff																															Neg","2-1																															NEG"
Jay-Z Flores,Mary Washington DH,"Ian Morris																																						John Turner																																						Brian DeLong","Aff																															Aff																															Aff","3-0																															AFF"
Liberty HP,Minnesota PP,"Mikaela Malsin																																						Johnnie Stupek																																						Nina Fridman","Neg																															Neg																															Neg","3-0																															NEG"
Spencer Anderson McElligott,Indiana PV,"Brad Meloche																																						Taylor Johnson																																						Brandon Reynolds","Neg																															Aff																															Aff","2-1																															AFF"
Northwestern CP,Pennsylvania ER,"Heather Hall																																						Manny Navarrete																																						Ryan Wardak","Neg																															Aff																															Neg","2-1																															NEG"
Minnesota JP,,,,
