Aff,Neg,Judges,Votes,Win
Wake Forest CW,James Madison PM,"Flynn Makuch																																						Michelle Thomas																																						Deven Cooper","Aff																															Aff																															Aff","3-0																															AFF"
James Madison MR,George Mason BY,"John Turner																																						Vida Chiri																																						Nina Fridman","Aff																															Aff																															Aff","3-0																															AFF"
