Aff,Neg,Judges,Votes,Win
Michigan PR,Emory GK,"Nick Ryan																																						Marge Strong																																						Jefferey Yan","Neg																															Aff																															Aff","2-1																															AFF"
George Mason BG,Liberty CR,"Brian Klarman																																						Nicolas Juarez																																						Dustin Meyers-Levy																																						Kevin Hirn																																						Tripp Rebrovick","Neg																															Neg																															Neg																															Neg																															Neg","5-0																															NEG"
