Aff,Neg,Judges,Votes,Win
Oakton Community/Macalester TK,Gonzaga DZ,"Justin Green																																						Tripp Rebrovick																																						Raam Tambe","Aff																															Aff																															Aff","3-0																															AFF"
Gonzaga MM,George Mason BP,"Gabriel Jankovsky																																						Devane Murphy																																						Alaina Walberg","Aff																															Neg																															Aff","2-1																															AFF"
