Aff,Neg,Judges,Votes,Win
NYU KL,Monmouth SY,"Jalisa Jackson																																						Jamie Snoddy																																						Chaz Wyche","Aff																															Aff																															Aff","3-0																															AFF"
Boston College MW,,,,
James Madison CR,,,,
Jay Fuchs,,,,
NYU AJ,,,,
James Madison WD,,,,
UT San Antonio FS,,,,
Monmouth MM,,,,
