Aff,Neg,Judges,Votes,Win
Northwestern DF,Emory PaRa,"Ruby Klein																																						Valerie McIntosh																																						Brandon Stras","Aff																															Aff																															Aff","3-0																															AFF"
Emory GK,Michigan PR,"Scott Phillips																																						William Repko																																						Brandon Kelley","Aff																															Aff																															Aff","3-0																															AFF"
