Aff,Neg,Judges,Votes,Win
Dartmouth SV,UC Berkeley EE,"Allison Harper																																						Jeff Buntin																																						Gabriel Jankovsky","Aff																															Aff																															Aff","3-0																															AFF"
Emory GK,Michigan PS,"Ruby Klein																																						Anthony Trufanov																																						Brett Bricker","Aff																															Aff																															Aff","3-0																															AFF"
George Mason BG,Northwestern DF,"Mikaela Malsin																																						Rebecca Steiner																																						Devane Murphy","Neg																															Neg																															Neg","3-0																															NEG"
Liberty CR ONLINE,Emory PaRa,"Alex McVey																																						Matt Liu																																						James Allan","Neg																															Neg																															Neg","3-0																															NEG"
Michigan PR,Michigan State BG ONLINE,"Ian Morris																																						David Cram Helwich																																						David Bernstein","Aff																															Aff																															Aff","3-0																															AFF"
Harvard AF,Michigan MM,"Jackie Poapst																																						Elise Shih																																						Raam Tambe","Aff																															Aff																															Neg","2-1																															AFF"
David Griffith,Harvard BH,"Zahir Shaikh																																						Stephen Pipkin																																						Bill Smelko","Neg																															Neg																															Neg","3-0																															NEG"
Southern California KS,Texas DK,"Jefferey Yan																																						Timothy Byram																																						David Asafu-Adjaye","Aff																															Aff																															Aff","3-0																															AFF"
