Aff,Neg,Judges,Votes,Win
Binghamton BM,Kentucky RS,"Samantha Godbey																																						Addison Wagner																																						Abhis Sedhai","Neg																															Neg																															Aff","2-1																															NEG"
George Mason PA,George Mason HB,"Abhis Sedhai																																						Solomon Watson																																						Matt Harkins","Aff																															Aff																															Aff","3-0																															AFF"
