Aff,Neg,Judges,Votes,Win
NYU TT,Liberty HH,"Matt Conway																																						Hunter McCullough																																						Samantha Godbey","Neg																															Neg																															Aff","2-1																															NEG"
George Mason BR,Binghamton GG,"Lauren McBlain																																						Flynn Makuch																																						Neil Butt","Neg																															Neg																															Neg","3-0																															NEG"
