Aff,Neg,Judges,Votes,Win
NYU KK,Kentucky RS,"Abhis Sedhai																																						Solomon Watson																																						Matt Harkins","Neg																															Neg																															Aff","2-1																															NEG"
George Mason ON,George Mason PA,"Abhis Sedhai																																						Solomon Watson																																						Matt Harkins","Aff																															Aff																															Aff","3-0																															AFF"
