Aff,Neg,Judges,Votes,Win
Kansas Harris & Wilkus,JohCou Babcock & Babcock,"Rob Glass																																						Tyler Thur																																						Matt Coleman","Aff																															Neg																															Aff","2-1																															AFF"
Columb/WUISL Datel & Alexis,UTD Lasseter & Watson,"Dominik Lett																																						Al Hiland																																						Brett Bricker","Aff																															Neg																															Neg","2-1																															NEG"
CenOkl Huffman & Wendland,WicSta Hinecker & Phillips,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT"
Kansas Ottinger & Rahaman,Kansas Basore & Spiers,,Kansas Ottinger & Rahaman advances,Kansas Ottinger & Rahaman advances
