Aff,Neg,Judges,Votes,Win
UTD Lasseter & Watson,Kansas Harris & Wilkus,"Grant Colquitt																																						Matt Coleman																																						Nyx Moore","Neg																															Aff																															Neg","2-1																															NEG"
CenOkl Huffman & Wendland,Kansas Ottinger & Rahaman,"Dominik Lett																																						Al Hiland																																						Carlos Astacio","Neg																															Neg																															Aff","2-1																															NEG"
