Aff,Neg,Judges,Votes,Win
Houston GN,George Mason BB,"Morgan Copeland																																						Heather Hall																																						John Nagy","Neg																															Aff																															Neg","2-1																															NEG"
Indiana KF,Liberty HM,"Ben Biggs																																						Adrienne Brovero																																						Judd Kimball","Aff																															Aff																															Aff","3-0																															AFF"
