Aff,Neg,Judges,Votes,Win
Boston College FF,Indiana FG,"Alex McVey																																						Adam White																																						Roy Rinehart","Neg																															Neg																															Neg","3-0																															NEG"
Indiana/Miami TD,Liberty HH,"Nick Loew																																						Jordan Di																																						Valerie McIntosh","Aff																															Neg																															Neg","2-1																															NEG"
James Madison BH,West Point WT,"Sonia Chen																																						Adam Lee																																						Matthew Granstrom","Neg																															Neg																															Neg","3-0																															NEG"
George Mason BS,Southern Nazarene BG,"Subbi Namakula																																						Morgan Copeland																																						Maverick Edwards","Aff																															Neg																															Aff","2-1																															AFF"
