Aff,Neg,Judges,Votes,Win
Kansas BW,Houston KY,"Storm Lasseter																																						Niko Sims																																						Nathan Rothenbaum","Neg																															Neg																															Neg","3-0																															NEG"
Kansas AS,Kansas BP,,Kansas AS advances,Kansas AS advances
