Aff,Neg,Judges,Votes,Win
Kansas BW,Houston DF,"Alex McVey																																						Lawson Hudson																																						Kaine Cherry","Aff																															Aff																															Aff","3-0																															AFF"
Kansas BP,Kansas State AD,"Lindsey Shook																																						Eric Lanning																																						Rob Glass","Aff																															Aff																															Aff","3-0																															AFF"
Kansas AS,Kansas HB,,Kansas AS advances,Kansas AS advances
Houston KY,Houston SA,,Houston KY advances,Houston KY advances
